name,album,artist,release_date,length,popularity,danceability,acousticness,danceability.1,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature,year,feature
Too Much,Nothing Was The Same (Deluxe),Drake,2013-01-01,4.36,59,0.6679999999999999,0.171,0.6679999999999999,0.565,0.0,0.124,-5.879,0.505,140.489,4,2013,True
Summer Sixteen,Summer Sixteen,Drake,2016-01-31,3.37,54,0.594,0.0035399999999999997,0.594,0.46,2.71e-05,0.147,-7.607,0.382,146.274,4,2016,True
Shot For Me,Take Care (Deluxe),Drake,2011-11-15,3.75,15,0.5660000000000001,0.0555,0.5660000000000001,0.465,0.0,0.5670000000000001,-11.714,0.235,143.015,4,2011,True
Headlines,Headlines,Drake,2011-01-01,3.95,0,0.65,0.35700000000000004,0.65,0.583,0.00031600000000000004,0.0909,-7.39,0.0948,152.08700000000002,4,2011,True
Find Your Love,Thank Me Later (Int'l Version),Drake,2010-01-01,3.48,58,0.625,0.0209,0.625,0.613,0.0,0.0286,-6.005,0.17300000000000001,96.03399999999999,4,2010,True
Preach,If You're Reading This It's Too Late,Drake,2015-02-12,3.95,2,0.605,0.165,0.605,0.511,8.950000000000001e-05,0.10400000000000001,-8.094,0.475,65.256,4,2015,True
Right Hand,Right Hand,Drake,2015-07-31,3.18,2,0.915,0.11699999999999999,0.915,0.301,0.0,0.08900000000000001,-7.657,0.237,100.51899999999999,4,2015,True
Blessings,Dark Sky Paradise (Deluxe),Big Sean,2015-02-23,4.2,2,0.775,0.332,0.775,0.621,0.0,0.122,-7.6339999999999995,0.295,118.84299999999999,4,2015,False
Sneakin’,Sneakin’,Drake,2016-10-24,4.19,3,0.8059999999999999,0.00496,0.8059999999999999,0.5579999999999999,1.45e-06,0.16,-6.537999999999999,0.172,85.01100000000001,4,2016,True
Over My Dead Body,Take Care (Deluxe),Drake,2011-11-15,4.54,14,0.489,0.759,0.489,0.57,2.1000000000000002e-06,0.179,-10.290999999999999,0.306,185.516,4,2011,True
9,Views,Drake,2016-05-06,4.26,1,0.703,0.0011300000000000001,0.703,0.6990000000000001,0.000779,0.24600000000000002,-7.322,0.044000000000000004,99.991,4,2016,True
Own It,Nothing Was The Same (Deluxe),Drake,2013-01-01,4.2,55,0.652,0.0437,0.652,0.345,3.59e-05,0.297,-11.319,0.11900000000000001,103.281,4,2013,True
The Motto,Take Care (Deluxe),Drake,2011-11-15,3.03,74,0.7659999999999999,0.00010700000000000001,0.7659999999999999,0.442,6.12e-05,0.111,-8.558,0.35600000000000004,201.8,4,2011,True
Can't Have Everything,More Life,Drake,2017-03-18,3.81,2,0.856,0.0136,0.856,0.5720000000000001,1.55e-06,0.121,-8.429,0.373,82.445,4,2017,True
Lose You,More Life,Drake,2017-03-18,5.09,2,0.526,0.6990000000000001,0.526,0.583,0.0,0.37200000000000005,-9.172,0.376,89.835,4,2017,True
For Free,For Free,DJ Khaled,2016-06-03,3.06,4,0.9159999999999999,0.0173,0.9159999999999999,0.5710000000000001,1.11e-06,0.153,-8.241,0.2,103.521,4,2016,False
U With Me?,Views,Drake,2016-05-06,4.96,1,0.442,0.376,0.442,0.42100000000000004,7.23e-06,0.139,-11.455,0.13699999999999998,87.694,4,2016,True
Best I Ever Had,So Far Gone,Drake,2008-09-15,4.3,2,0.457,0.204,0.457,0.855,0.0,0.28,-4.877,0.382,162.164,4,2008,True
Redemption,Views,Drake,2016-05-06,5.57,1,0.66,0.625,0.66,0.311,1.29e-06,0.11599999999999999,-8.681000000000001,0.113,119.23700000000001,4,2016,True
We'll Be Fine,Take Care (Deluxe),Drake,2011-11-15,4.13,13,0.386,0.0017100000000000001,0.386,0.488,0.0,0.64,-7.303,0.42200000000000004,193.178,4,2011,True
I'm The Plug,What A Time To Be Alive,Drake,2015-09-20,3.0,0,0.8420000000000001,0.000394,0.8420000000000001,0.519,0.0006900000000000001,0.131,-9.255,0.223,160.003,4,2015,True
Weston Road Flows,Views,Drake,2016-05-06,4.23,1,0.62,0.0733,0.62,0.722,0.0,0.273,-7.022,0.322,82.91799999999999,4,2016,True
Ice Melts,More Life,Drake,2017-03-18,4.18,1,0.813,0.08,0.813,0.551,0.0,0.386,-7.605,0.353,124.95700000000001,4,2017,True
Buried Alive Interlude,Take Care (Deluxe),Drake,2011-11-15,2.52,7,0.711,0.41200000000000003,0.711,0.5429999999999999,0.0,0.505,-12.692,0.11199999999999999,102.01,4,2011,True
The Resistance,Thank Me Later (Int'l Version),Drake,2010-01-01,3.76,47,0.439,0.83,0.439,0.737,0.0,0.11599999999999999,-8.123,0.188,81.475,4,2010,True
